ticker,name,premium_code,free_code
PVG,Pretium Resources,EOD/PVG,GOOG/NYSE_PVG
PRI,Primerica,EOD/PRI,GOOG/NYSE_PRI
PPP,Primero Mining Corp,EOD/PPP,GOOG/NYSE_PPP
PFG,Principal Financial Group Inc,EOD/PFG,GOOG/NYSE_PFG
PGZ,Principal Real Estate Income Fund,EOD/PGZ,
PVTD,PrivateBancorp,EOD/PVTD,
PRA,ProAssurance Corporation,EOD/PRA,GOOG/NYSE_PRA
PG,Procter & Gamble Company (The),EOD/PG,GOOG/NYSE_PG
PGR,Progressive Corporation (The),EOD/PGR,GOOG/NYSE_PGR
BIN,Progressive Waste Solutions Ltd.,EOD/BIN,GOOG/NYSE_BIN
PLD,ProLogis,EOD/PLD,GOOG/NYSE_PLD
PRO,PROS Holdings,EOD/PRO,GOOG/NYSE_PRO
PB,Prosperity Bancshares,EOD/PB,GOOG/NYSE_PB
PL_C,Protective Life Corporation,,
PL_E,Protective Life Corporation,,
PRLB,Proto Labs,EOD/PRLB,GOOG/NYSE_PRLB
PSTG,PROTOSTAR I LTD,EOD/PSTG,
PFS,Provident Financial Services,EOD/PFS,GOOG/NYSE_PFS
PFK,Prudential Financial,EOD/PFK,GOOG/NYSE_PFK
PJH,Prudential Financial,EOD/PJH,
PRH,Prudential Financial,EOD/PRH,
PRU,Prudential Financial,EOD/PRU,GOOG/NYSE_PRU
GHY,Prudential Global Short Duration High Yield Fund,EOD/GHY,GOOG/NYSE_GHY
PUK,Prudential Public Limited Company,EOD/PUK,GOOG/NYSE_PUK
PUK_,Prudential Public Limited Company,,GOOG/NYSE_PUK_
PUK_A,Prudential Public Limited Company,,GOOG/NYSE_PUK_A
ISD,Prudential Short Duration High Yield Fund,EOD/ISD,GOOG/NYSE_ISD
PSB,PS Business Parks,EOD/PSB,GOOG/NYSE_PSB
PSB_S,PS Business Parks,,GOOG/NYSE_PSB_S
PSB_T,PS Business Parks,,GOOG/NYSE_PSB_T
PSB_U,PS Business Parks,,GOOG/NYSE_PSB_U
PSB_V,PS Business Parks,,GOOG/NYSE_PSB_V
TLK,PT Telekomunikasi Indonesia,EOD/TLK,GOOG/NYSE_TLK
PEG,Public Service Enterprise Group Incorporated,EOD/PEG,GOOG/NYSE_PEG
PSA,Public Storage,EOD/PSA,GOOG/NYSE_PSA
PSA_A,Public Storage,,GOOG/NYSE_PSA_A
PSA_Q,Public Storage,,GOOG/NYSE_PSA_Q
PSA_R,Public Storage,,GOOG/NYSE_PSA_R
PSA_S,Public Storage,,GOOG/NYSE_PSA_S
PSA_T,Public Storage,,GOOG/NYSE_PSA_T
PSA_U,Public Storage,,GOOG/NYSE_PSA_U
PSA_V,Public Storage,,GOOG/NYSE_PSA_V
PSA_W,Public Storage,,GOOG/NYSE_PSA_W
PSA_X,Public Storage,,GOOG/NYSE_PSA_X
PSA_Y,Public Storage,,
PSA_Z,Public Storage,,GOOG/NYSE_PSA_Z
PHM,PulteGroup,EOD/PHM,GOOG/NYSE_PHM
PBYI,Puma Biotechnology Inc,EOD/PBYI,GOOG/NYSE_PBYI
PCF,Putnam High Income Bond Fund,EOD/PCF,GOOG/NYSE_PCF
PMM,Putnam Managed Municipal Income Trust,EOD/PMM,GOOG/NYSE_PMM
PIM,Putnam Master Intermediate Income Trust,EOD/PIM,GOOG/NYSE_PIM
PMO,Putnam Municipal Opportunities Trust,EOD/PMO,GOOG/NYSE_PMO
PPT,Putnam Premier Income Trust,EOD/PPT,GOOG/NYSE_PPT
PVH,PVH Corp.,EOD/PVH,GOOG/NYSE_PVH
PZN,Pzena Investment Management Inc,EOD/PZN,GOOG/NYSE_PZN
QTWO,Q2 Holdings,EOD/QTWO,
QEP,QEP Resources,EOD/QEP,GOOG/NYSE_QEP
QIHU,Qihoo 360 Technology Co. Ltd.,EOD/QIHU,GOOG/NYSE_QIHU
QTS,QTS Realty Trust,EOD/QTS,GOOG/NYSE_QTS
QUAD,Quad Graphics,EOD/QUAD,GOOG/NYSE_QUAD
KWR,Quaker Chemical Corporation,EOD/KWR,GOOG/NYSE_KWR
NX,Quanex Building Products Corporation,EOD/NX,GOOG/NYSE_NX
PWR,Quanta Services,EOD/PWR,GOOG/NYSE_PWR
QTM,Quantum Corporation,EOD/QTM,GOOG/NYSE_QTM
DGX,Quest Diagnostics Incorporated,EOD/DGX,GOOG/NYSE_DGX
STR,Questar Corporation,EOD/STR,GOOG/NYSE_STR
Q,Quintiles Transitional Holdings Inc.,EOD/Q,GOOG/NYSE_Q
QUOT,Quotient Technology Inc.,EOD/QUOT,
CTQ,Qwest Corporation,EOD/CTQ,GOOG/NYSE_CTQ
CTU,Qwest Corporation,EOD/CTU,
CTV,Qwest Corporation,EOD/CTV,
CTW,Qwest Corporation,EOD/CTW,GOOG/NYSE_CTW
CTX,Qwest Corporation,EOD/CTX,
CTY,Qwest Corporation,EOD/CTY,
CTZ,Qwest Corporation,EOD/CTZ,
RAX,Rackspace Hosting,EOD/RAX,GOOG/NYSE_RAX
RDN,Radian Group Inc.,EOD/RDN,GOOG/NYSE_RDN
RAS,RAIT Financial Trust,EOD/RAS,GOOG/NYSE_RAS
RAS_A,RAIT Financial Trust,,GOOG/NYSE_RAS_A
RAS_B,RAIT Financial Trust,,GOOG/NYSE_RAS_B
RAS_C,RAIT Financial Trust,,GOOG/NYSE_RAS_C
RFT,RAIT Financial Trust,EOD/RFT,
RFTA,RAIT Financial Trust,EOD/RFTA,
RL,Ralph Lauren Corporation,EOD/RL,GOOG/NYSE_RL
RPT,Ramco-Gershenson Properties Trust,EOD/RPT,GOOG/NYSE_RPT
RPT_D,Ramco-Gershenson Properties Trust,,GOOG/NYSE_RPT_D
RRC,Range Resources Corporation,EOD/RRC,GOOG/NYSE_RRC
RJD,Raymond James Financial,EOD/RJD,
RJF,Raymond James Financial,EOD/RJF,GOOG/NYSE_RJF
RYAM,Rayonier Advanced Materials Inc.,EOD/RYAM,
RYN,Rayonier Inc.,EOD/RYN,GOOG/NYSE_RYN
RTN,Raytheon Company,EOD/RTN,GOOG/NYSE_RTN
RCAP,RCS CAPITAL CORPORATION,EOD/RCAP,GOOG/NYSE_RCAP
RMAX,RE/MAX Holdings,EOD/RMAX,GOOG/NYSE_RMAX
RLD,RealD Inc,EOD/RLD,GOOG/NYSE_RLD
RLGY,Realogy Holdings Corp.,EOD/RLGY,GOOG/NYSE_RLGY
O,Realty Income Corporation,EOD/O,GOOG/NYSE_O
O_F,Realty Income Corporation,,GOOG/NYSE_O_F
RHT,Red Hat,EOD/RHT,GOOG/NYSE_RHT
RLH,Red Lion Hotels Corporation,EOD/RLH,GOOG/NYSE_RLH
RWT,Redwood Trust,EOD/RWT,GOOG/NYSE_RWT
RBC,Regal Beloit Corporation,EOD/RBC,GOOG/NYSE_RBC
RGC,Regal Entertainment Group,EOD/RGC,GOOG/NYSE_RGC
REG,Regency Centers Corporation,EOD/REG,GOOG/NYSE_REG
REG_F,Regency Centers Corporation,,GOOG/NYSE_REG_F
REG_G,Regency Centers Corporation,,GOOG/NYSE_REG_G
RM,Regional Management Corp.,EOD/RM,GOOG/NYSE_RM
RF,Regions Financial Corporation,EOD/RF,GOOG/NYSE_RF
RF_A,Regions Financial Corporation,,GOOG/NYSE_RF_A
RF_B,Regions Financial Corporation,,
RGS,Regis Corporation,EOD/RGS,GOOG/NYSE_RGS
RGA,Reinsurance Group of America,EOD/RGA,GOOG/NYSE_RGA
RZA,Reinsurance Group of America,EOD/RZA,
RS,Reliance Steel & Aluminum Co.,EOD/RS,GOOG/NYSE_RS
RENX,RELX N.V.,EOD/RENX,
RELX,RELX PLC,EOD/RELX,
RNR,RenaissanceRe Holdings Ltd.,EOD/RNR,GOOG/NYSE_RNR
RNR_C,RenaissanceRe Holdings Ltd.,,GOOG/NYSE_RNR_C
RNR_E,RenaissanceRe Holdings Ltd.,,
SOL,Renesola Ltd.,EOD/SOL,GOOG/NYSE_SOL
RENN,Renren Inc.,EOD/RENN,GOOG/NYSE_RENN
RNF,Rentech Nitrogen Partners,EOD/RNF,GOOG/NYSE_RNF
RSG,Republic Services,EOD/RSG,GOOG/NYSE_RSG
RMD,ResMed Inc.,EOD/RMD,GOOG/NYSE_RMD
REN           ,Resolute Energy Corporation,EOD/REN           ,GOOG/NYSE_REN           
RFP,Resolute Forest Products Inc.,EOD/RFP,GOOG/NYSE_RFP
RSO,Resource Capital Corp.,EOD/RSO,GOOG/NYSE_RSO
RSO_A,Resource Capital Corp.,,GOOG/NYSE_RSO_A
RSO_B,Resource Capital Corp.,,GOOG/NYSE_RSO_B
RSO_C,Resource Capital Corp.,,
QSR,Restaurant Brands International Inc.,EOD/QSR,
RH,Restoration Hardware Holdings Inc.,EOD/RH,GOOG/NYSE_RH
RPAI,Retail Properties of America,EOD/RPAI,GOOG/NYSE_RPAI
RPAI_A,Retail Properties of America,,
REV,Revlon,EOD/REV,GOOG/NYSE_REV
REX,REX American Resources Corporation,EOD/REX,GOOG/NYSE_REX
REXR,Rexford Industrial Realty,EOD/REXR,GOOG/NYSE_REXR
RXN,Rexnord Corporation,EOD/RXN,GOOG/NYSE_RXN
RAI,Reynolds American Inc,EOD/RAI,GOOG/NYSE_RAI
RNO,Rhino Resource Partners LP,EOD/RNO,GOOG/NYSE_RNO
RICE,Rice Energy Inc.,EOD/RICE,
RMP,Rice Midstream Partners LP,EOD/RMP,
RNG,Ringcentral,EOD/RNG,GOOG/NYSE_RNG
RIO,Rio Tinto Plc,EOD/RIO,GOOG/NYSE_RIO
RBA,Ritchie Bros. Auctioneers Incorporated,EOD/RBA,GOOG/NYSE_RBA
RAD,Rite Aid Corporation,EOD/RAD,GOOG/NYSE_RAD
RLI,RLI Corp.,EOD/RLI,GOOG/NYSE_RLI
RLJ,RLJ Lodging Trust,EOD/RLJ,GOOG/NYSE_RLJ
RRTS,Roadrunner Transportation Systems,EOD/RRTS,GOOG/NYSE_RRTS
RHI,Robert Half International Inc.,EOD/RHI,GOOG/NYSE_RHI
ROK,Rockwell Automation,EOD/ROK,GOOG/NYSE_ROK
COL,Rockwell Collins,EOD/COL,GOOG/NYSE_COL
RCI,Rogers Communication,EOD/RCI,GOOG/NYSE_RCI
ROG,Rogers Corporation,EOD/ROG,GOOG/NYSE_ROG
ROL,Rollins,EOD/ROL,GOOG/NYSE_ROL
ROP,Roper Technologies,EOD/ROP,GOOG/NYSE_ROP
RRMS,Rose Rock Midstream,EOD/RRMS,GOOG/NYSE_RRMS
RST,Rosetta Stone,EOD/RST,GOOG/NYSE_RST
RNDY,Roundy&#39;s,EOD/RNDY,GOOG/NYSE_RNDY
RSE,Rouse Properties,EOD/RSE,GOOG/NYSE_RSE
RDC,Rowan Companies plc,EOD/RDC,GOOG/NYSE_RDC
RY,Royal Bank Of Canada,EOD/RY,GOOG/NYSE_RY
RY_S,Royal Bank Of Canada,,
RY_T,Royal Bank Of Canada,,
RBS,Royal Bank Scotland plc (The),EOD/RBS,GOOG/NYSE_RBS
RBS_E,Royal Bank Scotland plc (The),,GOOG/NYSE_RBS_E
RBS_F,Royal Bank Scotland plc (The),,GOOG/NYSE_RBS_F
RBS_G,Royal Bank Scotland plc (The),,GOOG/NYSE_RBS_G
RBS_H,Royal Bank Scotland plc (The),,GOOG/NYSE_RBS_H
RBS_I,Royal Bank Scotland plc (The),,GOOG/NYSE_RBS_I
RBS_L,Royal Bank Scotland plc (The),,GOOG/NYSE_RBS_L
RBS_R,Royal Bank Scotland plc (The),,GOOG/NYSE_RBS_R
RBS_S,Royal Bank Scotland plc (The),,GOOG/NYSE_RBS_S
RBS_T,Royal Bank Scotland plc (The),,GOOG/NYSE_RBS_T
RCL,Royal Caribbean Cruises Ltd.,EOD/RCL,GOOG/NYSE_RCL
RDS_A,Royal Dutch Shell PLC,EOD/RDS_A,GOOG/NYSE_RDS_A
RDS_B,Royal Dutch Shell PLC,EOD/RDS_B,GOOG/NYSE_RDS_B
RGT,Royce Global Value Trust,EOD/RGT,
RMT,Royce Micro-Cap Trust,EOD/RMT,GOOG/NYSE_RMT
RVT,Royce Value Trust,EOD/RVT,GOOG/NYSE_RVT
RES,RPC,EOD/RES,GOOG/NYSE_RES
RPM,RPM International Inc.,EOD/RPM,GOOG/NYSE_RPM
RSPP,RSP Permian,EOD/RSPP,
RT,Ruby Tuesday,EOD/RT,GOOG/NYSE_RT
RKUS,Ruckus Wireless,EOD/RKUS,GOOG/NYSE_RKUS
RTEC,Rudolph Technologies,EOD/RTEC,
R,Ryder System,EOD/R,GOOG/NYSE_R
RYI,Ryerson Holding Corporation,EOD/RYI,
RHP,Ryman Hospitality Properties,EOD/RHP,GOOG/NYSE_RHP
SBR,Sabine Royalty Trust,EOD/SBR,GOOG/NYSE_SBR
SB,Safe Bulkers,EOD/SB,GOOG/NYSE_SB
SB_B,Safe Bulkers,,
SB_C,Safe Bulkers,,
SB_D,Safe Bulkers,,
SFE,Safeguard Scientifics,EOD/SFE,GOOG/NYSE_SFE
CRM,Salesforce.com Inc,EOD/CRM,GOOG/NYSE_CRM
SMM,Salient Midstream & MLP Fund,EOD/SMM,GOOG/NYSE_SMM
SBH,Sally Beauty Holdings,EOD/SBH,GOOG/NYSE_SBH
SJT,San Juan Basin Royalty Trust,EOD/SJT,GOOG/NYSE_SJT
SN,Sanchez Energy Corporation,EOD/SN,GOOG/NYSE_SN
SD,Sandridge Energy Inc.,EOD/SD,GOOG/NYSE_SD
SDT,SandRidge Mississippian Trust I,EOD/SDT,GOOG/NYSE_SDT
SDR,SandRidge Mississippian Trust II,EOD/SDR,GOOG/NYSE_SDR
PER,SandRidge Permian Trust,EOD/PER,GOOG/NYSE_PER
SNY,Sanofi,EOD/SNY,GOOG/NYSE_SNY
SC,Santander Consumer USA Holdings Inc.,EOD/SC,
SOV_C,Santander Holdings USA,,GOOG/NYSE_SOV_C
SAP,SAP SE,EOD/SAP,GOOG/NYSE_SAP
SAQ,Saratoga Investment Corp,EOD/SAQ,
SAR,Saratoga Investment Corp,EOD/SAR,GOOG/NYSE_SAR
SSL,Sasol Ltd.,EOD/SSL,GOOG/NYSE_SSL
BFS,Saul Centers,EOD/BFS,GOOG/NYSE_BFS
BFS_C,Saul Centers,,GOOG/NYSE_BFS_C
SCG,Scana Corporation,EOD/SCG,GOOG/NYSE_SCG
SLB,Schlumberger N.V.,EOD/SLB,GOOG/NYSE_SLB
SWM,Schweitzer-Mauduit International,EOD/SWM,GOOG/NYSE_SWM
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,EOD/SAIC,GOOG/NYSE_SAIC
SALT,Scorpio Bulkers Inc.,EOD/SALT,
SLTB,Scorpio Bulkers Inc.,EOD/SLTB,
SBNA,Scorpio Tankers Inc.,EOD/SBNA,
SBNB,Scorpio Tankers Inc.,EOD/SBNB,
STNG,Scorpio Tankers Inc.,EOD/STNG,GOOG/NYSE_STNG
SMG,Scotts Miracle-Gro Company (The),EOD/SMG,GOOG/NYSE_SMG
SNI,Scripps Networks Interactive,EOD/SNI,GOOG/NYSE_SNI
LBF,Scudder Global High Income Fund,EOD/LBF,GOOG/NYSE_LBF
KHI,Scudder High Income Trust,EOD/KHI,GOOG/NYSE_KHI
KMM,Scudder Multi-Market Income Trust,EOD/KMM,GOOG/NYSE_KMM
KTF,Scudder Municiple Income Trust,EOD/KTF,GOOG/NYSE_KTF
KST,Scudder Strategic Income Trust,EOD/KST,GOOG/NYSE_KST
KSM,Scudder Strategic Municiple Income Trust,EOD/KSM,GOOG/NYSE_KSM
SA,Seabridge Gold,EOD/SA,GOOG/NYSE_SA
CKH,SEACOR Holdings,EOD/CKH,GOOG/NYSE_CKH
SDRL,Seadrill Limited,EOD/SDRL,GOOG/NYSE_SDRL
SDLP,Seadrill Partners LLC,EOD/SDLP,GOOG/NYSE_SDLP
SEE,Sealed Air Corporation,EOD/SEE,GOOG/NYSE_SEE
SSW,Seaspan Corporation,EOD/SSW,GOOG/NYSE_SSW
SSW_C,Seaspan Corporation,,GOOG/NYSE_SSW_C
SSW_D,Seaspan Corporation,,GOOG/NYSE_SSW_D
SSW_E,Seaspan Corporation,,
SSWN,Seaspan Corporation,EOD/SSWN,
SEAS,SeaWorld Entertainment,EOD/SEAS,GOOG/NYSE_SEAS
JBN,Select Asset Inc.,EOD/JBN,GOOG/NYSE_JBN
JBR,Select Asset Inc.,EOD/JBR,GOOG/NYSE_JBR
SIR,Select Income REIT,EOD/SIR,GOOG/NYSE_SIR
SEM,Select Medical Holdings Corporation,EOD/SEM,GOOG/NYSE_SEM
SGZA,Selective Insurance Group,EOD/SGZA,
SEMG,Semgroup Corporation,EOD/SEMG,GOOG/NYSE_SEMG
SMI,Semiconductor  Manufacturing International Corporation,EOD/SMI,GOOG/NYSE_SMI
SRE,Sempra Energy,EOD/SRE,GOOG/NYSE_SRE
SNH,Senior Housing Properties Trust,EOD/SNH,GOOG/NYSE_SNH
SNHN,Senior Housing Properties Trust,EOD/SNHN,
ST,Sensata Technologies Holding N.V.,EOD/ST,GOOG/NYSE_ST
SXT,Sensient Technologies Corporation,EOD/SXT,GOOG/NYSE_SXT
SQNS,Sequans Communications S.A.,EOD/SQNS,GOOG/NYSE_SQNS
SRG,Seritage Growth Properties,EOD/SRG,
SCI,Service Corporation International,EOD/SCI,GOOG/NYSE_SCI
SERV,ServiceMaster Global Holdings,EOD/SERV,
NOW,ServiceNow,EOD/NOW,GOOG/NYSE_NOW
SSE,Seventy Seven Energy Inc.,EOD/SSE,
SHAK,Shake Shack,EOD/SHAK,
SJR,Shaw Communications Inc.,EOD/SJR,GOOG/NYSE_SJR
SHLX,Shell Midstream Partners,EOD/SHLX,
SHW,Sherwin-Williams Company (The),EOD/SHW,GOOG/NYSE_SHW
SHG,Shinhan Financial Group Co Ltd,EOD/SHG,GOOG/NYSE_SHG
SFL,Ship Finance International Limited,EOD/SFL,GOOG/NYSE_SFL
SHOP,Shopify Inc.,EOD/SHOP,
SSTK,Shutterstock,EOD/SSTK,GOOG/NYSE_SSTK
SBGL,Sibanye Gold Limited,EOD/SBGL,GOOG/NYSE_SBGL
SIG,Signet Jewelers Limited,EOD/SIG,GOOG/NYSE_SIG
SBY,Silver Bay Realty Trust Corp.,EOD/SBY,GOOG/NYSE_SBY
SSNI,Silver Spring Networks,EOD/SSNI,GOOG/NYSE_SSNI
SLW,Silver Wheaton Corp,EOD/SLW,GOOG/NYSE_SLW
SPG,Simon Property Group,EOD/SPG,GOOG/NYSE_SPG
SPG_J,Simon Property Group,,GOOG/NYSE_SPG_J
SSD,Simpson Manufacturing Company,EOD/SSD,GOOG/NYSE_SSD
SHI,SINOPEC Shangai Petrochemical Company,EOD/SHI,GOOG/NYSE_SHI
SIX,Six Flags Entertainment Corporation New,EOD/SIX,GOOG/NYSE_SIX
SJW,SJW Corporation,EOD/SJW,GOOG/NYSE_SJW
SKM,SK Telecom Co.,EOD/SKM,GOOG/NYSE_SKM
SKX,Skechers U.S.A.,EOD/SKX,GOOG/NYSE_SKX
SLG,SL Green Realty Corporation,EOD/SLG,GOOG/NYSE_SLG
SLG_I,SL Green Realty Corporation,,GOOG/NYSE_SLG_I
SM,SM Energy Company,EOD/SM,GOOG/NYSE_SM
SFS,Smart,EOD/SFS,
SNN,Smith & Nephew SNATS,EOD/SNN,GOOG/NYSE_SNN
AOS,Smith (A.O.) Corporation,EOD/AOS,GOOG/NYSE_AOS
SNA,Snap-On Incorporated,EOD/SNA,GOOG/NYSE_SNA
SQM,Sociedad Quimica y Minera S.A.,EOD/SQM,GOOG/NYSE_SQM
SLRA,Solar Capital Ltd.,EOD/SLRA,
SWI,Solarwinds,EOD/SWI,GOOG/NYSE_SWI
SLH,Solera Holdings,EOD/SLH,GOOG/NYSE_SLH
SAH,Sonic Automotive,EOD/SAH,GOOG/NYSE_SAH
SON,Sonoco Products Company,EOD/SON,GOOG/NYSE_SON
SNE,Sony Corp Ord,EOD/SNE,GOOG/NYSE_SNE
BID,Sotheby&#39;s,EOD/BID,GOOG/NYSE_BID
SFUN,SouFun Holdings Limited,EOD/SFUN,GOOG/NYSE_SFUN
SOR,Source Capital,EOD/SOR,GOOG/NYSE_SOR
SJI,South Jersey Industries,EOD/SJI,GOOG/NYSE_SJI
SXE,Southcross Energy Partners,EOD/SXE,GOOG/NYSE_SXE
SCE_F,Southern California Edison Company,,GOOG/NYSE_SCE_F
SCE_G,Southern California Edison Company,,GOOG/NYSE_SCE_G
SCE_H,Southern California Edison Company,,
SCE_J,Southern California Edison Company,,
SO,Southern Company (The),EOD/SO,GOOG/NYSE_SO
SOJA,Southern Company (The),EOD/SOJA,
SCCO,Southern Copper Corporation,EOD/SCCO,GOOG/NYSE_SCCO
LUV,Southwest Airlines Company,EOD/LUV,GOOG/NYSE_LUV
SWX,Southwest Gas Corporation,EOD/SWX,GOOG/NYSE_SWX
SWN,Southwestern Energy Company,EOD/SWN,GOOG/NYSE_SWN
SWNC,Southwestern Energy Company,EOD/SWNC,
SSS,Sovran Self Storage,EOD/SSS,GOOG/NYSE_SSS
SPA,Sparton Corporation,EOD/SPA,GOOG/NYSE_SPA
SPE,Special Opportunities Fund Inc.,EOD/SPE,GOOG/NYSE_SPE
SE,Spectra Energy Corp,EOD/SE,GOOG/NYSE_SE
SEP,Spectra Energy Partners,EOD/SEP,GOOG/NYSE_SEP
SPB           ,Spectrum Brands Holdings,EOD/SPB           ,GOOG/NYSE_SPB           
TRK,Speedway Motorsports,EOD/TRK,GOOG/NYSE_TRK
SPR,Spirit Aerosystems Holdings,EOD/SPR,GOOG/NYSE_SPR
SRC,Spirit Realty Capital,EOD/SRC,GOOG/NYSE_SRC
SRLP,Sprague Resources LP,EOD/SRLP,GOOG/NYSE_SRLP
LEAF,Springleaf Holdings,EOD/LEAF,GOOG/NYSE_LEAF
S,Sprint Corporation,EOD/S,GOOG/NYSE_S
SPXC,SPX Corporation,EOD/SPXC,
FLOW,SPX FLOW,EOD/FLOW,
JOE,St. Joe Company (The),EOD/JOE,GOOG/NYSE_JOE
STJ,St. Jude Medical,EOD/STJ,GOOG/NYSE_STJ
STAG,Stag Industrial,EOD/STAG,GOOG/NYSE_STAG
STAG_A,Stag Industrial,,
STAG_B,Stag Industrial,,
SSI,Stage Stores,EOD/SSI,GOOG/NYSE_SSI
SFG,StanCorp Financial Group,EOD/SFG,GOOG/NYSE_SFG
SMP,Standard Motor Products,EOD/SMP,GOOG/NYSE_SMP
SXI,Standex International Corporation,EOD/SXI,GOOG/NYSE_SXI
SWH,Stanley Black & Decker,EOD/SWH,
SWJ,Stanley Black & Decker,EOD/SWJ,
SWK,Stanley Black & Decker,EOD/SWK,GOOG/NYSE_SWK
SWU,Stanley Black & Decker,EOD/SWU,GOOG/NYSE_SWU
STN,Stantec Inc,EOD/STN,GOOG/NYSE_STN
SGU,Star Gas Partners,EOD/SGU,GOOG/NYSE_SGU
SRT,StarTek,EOD/SRT,GOOG/NYSE_SRT
HOT,Starwood Hotels & Resorts Worldwide,EOD/HOT,GOOG/NYSE_HOT
STWD,STARWOOD PROPERTY TRUST,EOD/STWD,GOOG/NYSE_STWD
SWAY,Starwood Waypoint Residential Trust,EOD/SWAY,
STT,State Street Corporation,EOD/STT,GOOG/NYSE_STT
STT_C,State Street Corporation,,GOOG/NYSE_STT_C
STT_D,State Street Corporation,,
STT_E,State Street Corporation,,
STO,Statoil ASA,EOD/STO,GOOG/NYSE_STO
SPLP,Steel Partners Holdings LP,EOD/SPLP,GOOG/NYSE_SPLP
SCS,Steelcase Inc.,EOD/SCS,GOOG/NYSE_SCS
SCM,Stellus Capital Investment Corporation,EOD/SCM,GOOG/NYSE_SCM
SCQ,Stellus Capital Investment Corporation,EOD/SCQ,
SCL,Stepan Company,EOD/SCL,GOOG/NYSE_SCL
STE,STERIS plc,EOD/STE,GOOG/NYSE_STE
STL,Sterling Bancorp,EOD/STL,GOOG/NYSE_STL
STC,Stewart Information Services Corporation,EOD/STC,GOOG/NYSE_STC
SF,Stifel Financial Corporation,EOD/SF,GOOG/NYSE_SF
SFN,Stifel Financial Corporation,EOD/SFN,
SWC,Stillwater Mining Company,EOD/SWC,GOOG/NYSE_SWC
STM,STMicroelectronics N.V.,EOD/STM,GOOG/NYSE_STM
SGY,Stone Energy Corporation,EOD/SGY,GOOG/NYSE_SGY
EDF,Stone Harbor Emerging Markets Income Fund,EOD/EDF,GOOG/NYSE_EDF
EDI,Stone Harbor Emerging Markets Total Income Fund,EOD/EDI,GOOG/NYSE_EDI
SGM,Stonegate Mortgage Corporation,EOD/SGM,GOOG/NYSE_SGM
STON,StoneMor Partners L.P.,EOD/STON,GOOG/NYSE_STON
SRI,Stoneridge,EOD/SRI,GOOG/NYSE_SRI
STOR,STORE Capital Corporation,EOD/STOR,
SGL,Strategic Global Income Fund,EOD/SGL,GOOG/NYSE_SGL
BEE,Strategic Hotels & Resorts Inc,EOD/BEE,GOOG/NYSE_BEE
SYK,Stryker Corporation,EOD/SYK,GOOG/NYSE_SYK
RGR,Sturm,EOD/RGR,GOOG/NYSE_RGR
SPH,Suburban Propane Partners,EOD/SPH,GOOG/NYSE_SPH
SMFG,Sumitomo Mitsui Financial Group Inc,EOD/SMFG,GOOG/NYSE_SMFG
INN,Summit Hotel Properties,EOD/INN,GOOG/NYSE_INN
INN_A,Summit Hotel Properties,,GOOG/NYSE_INN_A
INN_B,Summit Hotel Properties,,GOOG/NYSE_INN_B
INN_C,Summit Hotel Properties,,GOOG/NYSE_INN_C
SUM,Summit Materials,EOD/SUM,
SMLP,Summit Midstream Partners,EOD/SMLP,GOOG/NYSE_SMLP
SUI,Sun Communities,EOD/SUI,GOOG/NYSE_SUI
SUI_A,Sun Communities,,GOOG/NYSE_SUI_A
SLF,Sun Life Financial Inc.,EOD/SLF,GOOG/NYSE_SLF
SXCP,SunCoke Energy Partners,EOD/SXCP,GOOG/NYSE_SXCP
SXC,SunCoke Energy,EOD/SXC,GOOG/NYSE_SXC
SU,Suncor Energy  Inc.,EOD/SU,GOOG/NYSE_SU
SUNE,SunEdison,EOD/SUNE,GOOG/NYSE_SUNE
SXL,Sunoco Logistics Partners LP,EOD/SXL,GOOG/NYSE_SXL
SUN,Sunoco LP,EOD/SUN,GOOG/NYSE_SUN
SHO,Sunstone Hotel Investors,EOD/SHO,GOOG/NYSE_SHO
SHO_D,Sunstone Hotel Investors,,GOOG/NYSE_SHO_D
STI,SunTrust Banks,EOD/STI,GOOG/NYSE_STI
STI_WS_A,SunTrust Banks,EOD/STI_WS_A,
STI_WS_B,SunTrust Banks,EOD/STI_WS_B,
STI_A,SunTrust Banks,,GOOG/NYSE_STI_A
STI_E,SunTrust Banks,,GOOG/NYSE_STI_E
SPN,Superior Energy Services,EOD/SPN,GOOG/NYSE_SPN
SUP,Superior Industries International,EOD/SUP,GOOG/NYSE_SUP
SVU,SuperValu Inc.,EOD/SVU,GOOG/NYSE_SVU
SFY,Swift Energy Company,EOD/SFY,GOOG/NYSE_SFY
SWFT,Swift Transportation Company,EOD/SWFT,GOOG/NYSE_SWFT
SWZ,Swiss Helvetia Fund,EOD/SWZ,GOOG/NYSE_SWZ
SYA,Symetra Financial Corporation,EOD/SYA,GOOG/NYSE_SYA
SYF,Synchrony Financial,EOD/SYF,
SYT,Syngenta AG,EOD/SYT,GOOG/NYSE_SYT
SNX,Synnex Corporation,EOD/SNX,GOOG/NYSE_SNX
SNV,Synovus Financial Corp.,EOD/SNV,GOOG/NYSE_SNV
SNV_C,Synovus Financial Corp.,,
GJH,SYNTHETIC FIXED INCOME SECURITIES INC,EOD/GJH,GOOG/NYSE_GJH
GJO,SYNTHETIC FIXED INCOME SECURITIES INC,EOD/GJO,GOOG/NYSE_GJO
